;x12;x13;x14;x15;x22;x23;x32;x33;x34;y2;y3;y4
59;12.198842;75.0;0.0;623.59877;75.0;0.0;75.0;0.0;623.59877;12.198843;45.38478;12.198842
60;12.198801;75.0;0.0;807.88514;75.0;0.0;75.0;0.0;807.88514;12.198802;45.373196;12.198801
61;12.198751;222.89727;0.0;747.49164;222.89727;0.0;222.89727;0.0;747.49164;12.279155;45.352713;12.198751
62;12.198764;304.69157;0.0;754.11312;304.69157;0.0;304.69157;0.0;754.11312;12.372359;45.310956;12.198764
63;12.198778;335.03555;0.0;797.44468;335.03555;0.0;335.03555;0.0;797.44468;12.336843;45.261166;12.198778
64;12.198791;272.4897;0.0;837.64638;272.4897;0.0;272.4897;0.0;837.64638;12.302666;45.213365;12.198791
65;12.198805;230.46016;0.0;837.75696;230.46016;0.0;230.46016;0.0;837.75696;12.301251;45.17504;12.198805
66;12.198818;214.84681;0.0;762.46287;214.84681;0.0;214.84681;0.0;762.46287;12.36324;45.140847;12.198818
67;12.198831;254.84814;0.0;719.03768;254.84814;0.0;254.84814;0.0;719.03768;12.399936;45.105105;12.198831
68;12.198845;281.3681;0.0;712.19615;281.3681;0.0;281.3681;0.0;712.19615;12.406941;45.063367;12.198845
69;12.198858;291.21831;0.0;748.22675;291.21831;0.0;291.21831;0.0;748.22675;12.377817;45.019022;12.198858
70;12.198872;285.46401;0.0;794.00312;285.46401;0.0;285.46401;0.0;794.00312;12.33934;44.974345;12.198872
71;12.198885;280.92707;0.0;869.32062;280.92707;0.0;280.92707;0.0;869.32062;12.275318;44.930659;12.198885
72;12.198899;279.23875;0.0;838.06558;279.23875;0.0;279.23875;0.0;838.06558;12.300334;44.887419;12.198899
73;12.198912;307.4878;0.0;790.85266;307.4878;0.0;307.4878;0.0;790.85266;12.339824;44.842404;12.198912
74;12.198926;325.32971;0.0;771.092;325.32971;0.0;325.32971;0.0;771.092;12.357478;44.793312;12.198926
75;12.198939;331.95273;0.0;796.95147;331.95273;0.0;331.95273;0.0;796.95147;12.337065;44.742467;12.198939
76;12.198953;305.82488;0.0;805.86072;305.82488;0.0;305.82488;0.0;805.86072;12.329681;44.692894;12.198953
77;12.198966;288.84216;0.0;831.54921;288.84216;0.0;288.84216;0.0;831.54921;12.307183;44.647177;12.198966
78;12.19898;282.53583;0.0;811.6057;282.53583;0.0;282.53583;0.0;811.6057;12.322582;44.60313;12.19898
79;12.198965;140.34661;0.0;764.3644;140.34661;0.0;140.34661;0.0;764.3644;12.198968;44.569094;12.198965
80;12.198915;75.002376;0.0;733.25874;75.002376;0.0;75.002376;0.0;733.25874;12.198917;44.555445;12.198915
81;12.198865;75.0;0.0;760.11772;75.0;0.0;75.0;0.0;760.11772;12.198866;44.54386;12.198865
82;12.198812;126.55148;0.0;805.95088;126.55148;0.0;126.55148;0.0;805.95088;12.198814;44.531843;12.198812
83;12.198765;226.7193;0.0;841.84937;226.7193;0.0;226.7193;0.0;841.84937;12.296902;44.502371;12.198765
84;12.198779;257.10519;0.0;834.80888;257.10519;0.0;257.10519;0.0;834.80888;12.303529;44.464621;12.198779
85;12.198792;328.51879;0.0;791.30241;328.51879;0.0;328.51879;0.0;791.30241;12.339201;44.419858;12.198792
86;12.198806;370.33298;0.0;702.31748;370.33298;0.0;370.33298;0.0;702.31748;12.41404;44.365369;12.198806
87;12.198819;385.8394;0.0;702.62692;385.8394;0.0;385.8394;0.0;702.62692;12.415107;44.306774;12.198819
88;12.198833;359.70484;0.0;742.93652;359.70484;0.0;359.70484;0.0;742.93652;12.382261;44.248803;12.198833
89;12.198846;341.87455;0.0;786.18358;341.87455;0.0;341.87455;0.0;786.18358;12.345703;44.19484;12.198846
90;12.19886;335.24968;0.0;792.60697;335.24968;0.0;335.24968;0.0;792.60697;12.339045;44.14263;12.19886
91;12.198873;209.26453;0.0;775.91941;209.26453;0.0;209.26453;0.0;775.91941;12.330548;44.099366;12.198873
92;12.198822;131.03707;0.0;730.26457;131.03707;0.0;131.03707;0.0;730.26457;12.198824;44.074051;12.198822
93;12.198774;75.456551;0.0;717.2347;75.456551;0.0;75.456551;0.0;717.2347;12.198775;44.057678;12.198774
94;12.198765;362.32829;0.0;748.8103;362.32829;0.0;362.32829;0.0;748.8103;12.377274;44.020646;12.198765
95;12.198778;329.23504;0.0;795.9609;329.23504;0.0;329.23504;0.0;795.9609;12.337824;43.972014;12.198778
96;12.198792;371.47364;0.0;873.56101;371.47364;0.0;371.47364;0.0;873.56101;12.271967;43.917364;12.198792
97;12.198805;382.71756;0.0;847.35037;382.71756;0.0;382.71756;0.0;847.35037;12.292678;43.858878;12.198805
98;12.198819;385.74465;0.0;799.64861;385.74465;0.0;385.74465;0.0;799.64861;12.3324;43.799491;12.198819
99;12.198832;386.84942;0.0;774.31516;386.84942;0.0;386.84942;0.0;774.31516;12.354609;43.73981;12.198832
100;12.198846;318.17101;0.0;794.64146;318.17101;0.0;318.17101;0.0;794.64146;12.338887;43.683572;12.198846
101;12.198859;343.01077;0.0;832.3733;343.01077;0.0;343.01077;0.0;832.3733;12.307659;43.632225;12.198859
102;12.198873;352.38415;0.0;863.15717;352.38415;0.0;352.38415;0.0;863.15717;12.281024;43.578401;12.198873
103;12.198886;303.856;0.0;849.12467;303.856;0.0;303.856;0.0;849.12467;12.291439;43.527154;12.198886
104;12.1989;272.5914;0.0;803.17678;272.5914;0.0;272.5914;0.0;803.17678;12.329331;43.483021;12.1989
105;12.198913;260.98293;0.0;767.55778;260.98293;0.0;260.98293;0.0;767.55778;12.359861;43.44196;12.198913
106;12.198927;288.62722;0.0;743.3688;288.62722;0.0;288.62722;0.0;743.3688;12.381332;43.399889;12.198927
107;12.19894;307.03244;0.0;787.04533;307.03244;0.0;307.03244;0.0;787.04533;12.345508;43.35366;12.19894
108;12.198954;313.86896;0.0;826.78611;313.86896;0.0;313.86896;0.0;826.78611;12.311695;43.305622;12.198954
109;12.198967;378.56865;0.0;826.05221;378.56865;0.0;378.56865;0.0;826.05221;12.310983;43.252739;12.198967
110;12.198981;372.98012;0.0;785.51838;372.98012;0.0;372.98012;0.0;785.51838;12.344026;43.191139;12.198981
111;12.198994;367.69461;0.0;775.94391;367.69461;0.0;367.69461;0.0;775.94391;12.352534;43.134926;12.198994
112;12.199008;364.74106;0.0;769.94071;364.74106;0.0;364.74106;0.0;769.94071;12.358844;43.078226;12.199008
113;12.199021;361.70084;0.0;806.51912;361.70084;0.0;361.70084;0.0;806.51912;12.329245;43.022161;12.199021
114;12.199035;360.56684;0.0;852.05065;360.56684;0.0;360.56684;0.0;852.05065;12.29095;42.966395;12.199035
115;12.199048;329.31362;0.0;864.67382;329.31362;0.0;329.31362;0.0;864.67382;12.279166;42.912811;12.199048
116;12.199062;309.85931;0.0;849.49006;309.85931;0.0;309.85931;0.0;849.49006;12.290805;42.863688;12.199062
117;12.199075;302.63908;0.0;802.40623;302.63908;0.0;302.63908;0.0;802.40623;12.330211;42.816477;12.199075
118;12.199089;236.58166;0.0;783.41727;236.58166;0.0;236.58166;0.0;783.41727;12.347231;42.774229;12.199089
119;12.199071;195.9206;0.0;809.98232;195.9206;0.0;195.9206;0.0;809.98232;12.199073;42.74133;12.199071
120;12.199015;213.04433;0.0;857.67758;213.04433;0.0;213.04433;0.0;857.67758;12.199017;42.709093;12.199015
121;12.199005;259.97901;0.0;904.13668;259.97901;0.0;259.97901;0.0;904.13668;12.246669;42.673182;12.199005
122;12.199019;291.04112;0.0;883.43014;291.04112;0.0;291.04112;0.0;883.43014;12.262713;42.630244;12.199019
123;12.199032;302.57817;0.0;836.07883;302.57817;0.0;302.57817;0.0;836.07883;12.301968;42.584253;12.199032
124;12.199046;320.51326;0.0;805.6183;320.51326;0.0;320.51326;0.0;805.6183;12.328342;42.536216;12.199046
125;12.199059;330.6438;0.0;820.05382;330.6438;0.0;330.6438;0.0;820.05382;12.317587;42.485802;12.199059
126;12.199073;334.39877;0.0;750.45966;334.39877;0.0;334.39877;0.0;750.45966;12.375968;42.434394;12.199073
127;12.199086;291.58743;0.0;785.79113;291.58743;0.0;291.58743;0.0;785.79113;12.34567;42.385588;12.199086
128;12.1991;264.43452;0.0;777.91653;264.43452;0.0;264.43452;0.0;777.91653;12.35092;42.342982;12.1991
129;12.199113;254.35466;0.0;734.07049;254.35466;0.0;254.35466;0.0;734.07049;12.386896;42.303043;12.199113
130;12.199127;264.46118;0.0;694.56485;264.46118;0.0;264.46118;0.0;694.56485;12.420523;42.263162;12.199127
131;12.19914;271.74405;0.0;711.71334;271.74405;0.0;271.74405;0.0;711.71334;12.407557;42.221661;12.19914
132;12.199154;274.45167;0.0;752.46896;274.45167;0.0;274.45167;0.0;752.46896;12.374319;42.179445;12.199154
133;12.199167;322.58385;0.0;795.35282;322.58385;0.0;322.58385;0.0;795.35282;12.338043;42.133797;12.199167
134;12.199181;352.4536;0.0;800.93842;352.4536;0.0;352.4536;0.0;800.93842;12.332079;42.081296;12.199181
135;12.199194;363.53898;0.0;764.09039;363.53898;0.0;363.53898;0.0;764.09039;12.361911;42.02586;12.199194
136;12.199208;403.64491;0.0;747.32763;403.64491;0.0;403.64491;0.0;747.32763;12.376244;41.966922;12.199208
137;12.199221;363.06123;0.0;735.11345;363.06123;0.0;363.06123;0.0;735.11345;12.38769;41.907629;12.199221
138;12.199235;370.59223;0.0;767.31711;370.59223;0.0;370.59223;0.0;767.31711;12.36186;41.850877;12.199235
139;12.199241;209.82333;0.0;814.332;209.82333;0.0;209.82333;0.0;814.332;12.20468;41.80553;12.199241
140;12.199239;213.00462;0.0;832.93286;213.00462;0.0;213.00462;0.0;832.93286;12.305798;41.769352;12.199239
141;12.199228;168.14357;0.0;800.82815;168.14357;0.0;168.14357;0.0;800.82815;12.199243;41.733728;12.199228
142;12.199216;277.57484;0.0;753.14289;277.57484;0.0;277.57484;0.0;753.14289;12.371166;41.693825;12.199216
143;12.19923;360.02456;0.0;728.52895;360.02456;0.0;360.02456;0.0;728.52895;12.392788;41.644897;12.19923
144;12.199243;400.14595;0.0;749.61604;400.14595;0.0;400.14595;0.0;749.61604;12.376423;41.585682;12.199243
145;12.199257;328.06992;0.0;797.01679;328.06992;0.0;328.06992;0.0;797.01679;12.337115;41.532343;12.199257
146;12.19927;392.34971;0.0;817.9826;392.34971;0.0;392.34971;0.0;817.9826;12.318645;41.47695;12.19927
147;12.199284;360.44248;0.0;803.14478;360.44248;0.0;360.44248;0.0;803.14478;12.329738;41.416222;12.199284
148;12.199297;347.59444;0.0;756.97703;347.59444;0.0;347.59444;0.0;756.97703;12.367836;41.361256;12.199297
149;12.199311;337.58912;0.0;721.92536;337.58912;0.0;337.58912;0.0;721.92536;12.397911;41.308462;12.199311
150;12.199324;333.86371;0.0;730.21611;333.86371;0.0;333.86371;0.0;730.21611;12.392313;41.256653;12.199324
151;12.199338;287.10627;0.0;830.08669;287.10627;0.0;287.10627;0.0;830.08669;12.30964;41.208257;12.199338
152;12.199351;258.19364;0.0;869.35664;258.19364;0.0;258.19364;0.0;869.35664;12.276199;41.166501;12.199351
153;12.199365;247.46396;0.0;867.77849;247.46396;0.0;247.46396;0.0;867.77849;12.276189;41.127585;12.199365
154;12.199378;279.99186;0.0;826.80573;279.99186;0.0;279.99186;0.0;826.80573;12.309617;41.087267;12.199378
155;12.199392;301.37038;0.0;784.10852;301.37038;0.0;301.37038;0.0;784.10852;12.345749;41.042105;12.199392
156;12.199405;309.31009;0.0;681.16334;309.31009;0.0;309.31009;0.0;681.16334;12.432846;40.994843;12.199405
157;12.199419;238.16714;0.0;718.27366;238.16714;0.0;238.16714;0.0;718.27366;12.402789;40.95178;12.199419
158;12.1994;192.88363;0.0;763.54608;192.88363;0.0;192.88363;0.0;763.54608;12.199402;40.919049;12.1994
159;12.199348;207.44119;0.0;775.35291;207.44119;0.0;207.44119;0.0;775.35291;12.19935;40.886562;12.199348
160;12.199297;197.41781;0.0;742.839;197.41781;0.0;197.41781;0.0;742.839;12.199298;40.85536;12.199297
161;12.199247;193.02412;0.0;721.34428;193.02412;0.0;193.02412;0.0;721.34428;12.199248;40.825262;12.199247
162;12.199199;191.40215;0.0;703.13414;191.40215;0.0;191.40215;0.0;703.13414;12.1992;40.795593;12.199199
163;12.199185;274.75204;0.0;730.39643;274.75204;0.0;274.75204;0.0;730.39643;12.392551;40.760444;12.199185
164;12.199198;327.07626;0.0;778.06749;327.07626;0.0;327.07626;0.0;778.06749;12.35282;40.713319;12.199198
165;12.199212;346.49787;0.0;802.31877;346.49787;0.0;346.49787;0.0;802.31877;12.331493;40.661054;12.199212
166;12.199225;395.78542;0.0;800.3237;395.78542;0.0;395.78542;0.0;800.3237;12.331954;40.604061;12.199225
167;12.199239;360.93807;0.0;752.87811;360.93807;0.0;360.93807;0.0;752.87811;12.37131;40.543701;12.199239
168;12.199252;369.68539;0.0;723.07225;369.68539;0.0;369.68539;0.0;723.07225;12.397154;40.487184;12.199252
169;12.199266;360.24769;0.0;738.31038;360.24769;0.0;360.24769;0.0;738.31038;12.385724;40.430641;12.199266
170;12.199279;353.47359;0.0;784.58263;353.47359;0.0;353.47359;0.0;784.58263;12.347529;40.375604;12.199279
171;12.199293;350.95523;0.0;859.78153;350.95523;0.0;350.95523;0.0;859.78153;12.28399;40.321233;12.199293
172;12.199306;283.14045;0.0;851.07712;283.14045;0.0;283.14045;0.0;851.07712;12.289933;40.271602;12.199306
173;12.19932;240.93302;0.0;806.90524;240.93302;0.0;240.93302;0.0;806.90524;12.326202;40.231649;12.19932
174;12.199333;225.26825;0.0;767.87914;225.26825;0.0;225.26825;0.0;767.87914;12.359449;40.195843;12.199333
175;12.199347;293.62179;0.0;769.87924;293.62179;0.0;293.62179;0.0;769.87924;12.359107;40.156588;12.199347
176;12.19936;337.89279;0.0;805.67902;337.89279;0.0;337.89279;0.0;805.67902;12.329979;40.10727;12.19936
177;12.199374;354.33157;0.0;848.18599;354.33157;0.0;354.33157;0.0;848.18599;12.293995;40.053602;12.199374
178;12.199387;300.07575;0.0;852.93206;300.07575;0.0;300.07575;0.0;852.93206;12.288728;40.00238;12.199387
179;12.199401;264.55527;0.0;815.55347;264.55527;0.0;264.55527;0.0;815.55347;12.319019;39.959212;12.199401
180;12.199414;251.36403;0.0;770.41593;251.36403;0.0;251.36403;0.0;770.41593;12.357021;39.919534;12.199414
181;12.199407;211.75753;0.0;673.56471;211.75753;0.0;211.75753;0.0;673.56471;12.199415;39.884888;12.199407
182;12.199395;235.29056;0.0;706.38245;235.29056;0.0;235.29056;0.0;706.38245;12.412648;39.850132;12.199395
183;12.199408;210.41616;0.0;753.2469;210.41616;0.0;210.41616;0.0;753.2469;12.37339;39.816023;12.199408
184;12.199358;211.08156;0.0;771.06722;211.08156;0.0;211.08156;0.0;771.06722;12.19936;39.783686;12.199358
185;12.199307;213.86473;0.0;743.45949;213.86473;0.0;213.86473;0.0;743.45949;12.199309;39.750834;12.199307
186;12.199257;214.90882;0.0;717.15407;214.90882;0.0;214.90882;0.0;717.15407;12.199259;39.717707;12.199257
187;12.19921;209.4206;0.0;693.26833;209.4206;0.0;209.4206;0.0;693.26833;12.199211;39.684872;12.19921
188;12.199163;205.88627;0.0;715.1096;205.88627;0.0;205.88627;0.0;715.1096;12.199164;39.652842;12.199163
189;12.199113;204.57399;0.0;762.59808;204.57399;0.0;204.57399;0.0;762.59808;12.199114;39.621159;12.199113
190;12.19906;218.21573;0.0;792.07309;218.21573;0.0;218.21573;0.0;792.07309;12.199062;39.588656;12.19906
191;12.199064;226.87895;0.0;799.24681;226.87895;0.0;226.87895;0.0;799.24681;12.33297;39.554174;12.199064
192;12.199077;230.095;0.0;752.87472;230.095;0.0;230.095;0.0;752.87472;12.37126;39.518842;12.199077
193;12.199091;258.25966;0.0;718.40135;258.25966;0.0;258.25966;0.0;718.40135;12.40087;39.481383;12.199091
194;12.199104;275.58311;0.0;727.52241;275.58311;0.0;275.58311;0.0;727.52241;12.394577;39.439941;12.199104
195;12.199118;282.01152;0.0;771.85203;282.01152;0.0;282.01152;0.0;771.85203;12.358166;39.396797;12.199118
196;12.199131;227.49355;0.0;822.36744;227.49355;0.0;227.49355;0.0;822.36744;12.315335;39.356846;12.199131
197;12.199103;192.75941;0.0;819.94608;192.75941;0.0;192.75941;0.0;819.94608;12.199104;39.324819;12.199103
198;12.199101;301.86275;0.0;778.54723;301.86275;0.0;301.86275;0.0;778.54723;12.349831;39.282248;12.199101
199;12.199115;377.01377;0.0;736.23334;377.01377;0.0;377.01377;0.0;736.23334;12.385665;39.230755;12.199115
200;12.199128;257.95676;0.0;731.90761;257.95676;0.0;257.95676;0.0;731.90761;12.390584;39.174166;12.199128
201;12.199142;264.74757;0.0;771.559;264.74757;0.0;264.74757;0.0;771.559;12.358389;39.133922;12.199142
202;12.199155;296.07936;0.0;816.55822;296.07936;0.0;296.07936;0.0;816.55822;12.320492;39.090834;12.199155
203;12.199169;314.65929;0.0;827.545;314.65929;0.0;314.65929;0.0;827.545;12.310059;39.043437;12.199169
204;12.199182;321.55066;0.0;794.41825;321.55066;0.0;321.55066;0.0;794.41825;12.336681;38.994216;12.199182
205;12.199196;289.69871;0.0;747.63453;289.69871;0.0;289.69871;0.0;747.63453;12.375883;38.946632;12.199196
206;12.199209;269.10772;0.0;697.90387;269.10772;0.0;269.10772;0.0;697.90387;12.418541;38.903729;12.199209
207;12.199223;261.46201;0.0;725.8534;261.46201;0.0;261.46201;0.0;725.8534;12.396349;38.862851;12.199223
208;12.199236;277.99913;0.0;773.48532;277.99913;0.0;277.99913;0.0;773.48532;12.356626;38.821419;12.199236
209;12.19925;289.07592;0.0;797.0056;289.07592;0.0;289.07592;0.0;797.0056;12.335896;38.777487;12.19925
210;12.199263;293.19063;0.0;774.78979;293.19063;0.0;293.19063;0.0;774.78979;12.353217;38.732467;12.199263
211;12.199277;268.27376;0.0;813.6552;268.27376;0.0;268.27376;0.0;813.6552;12.320673;38.688821;12.199277
212;12.19929;252.28716;0.0;784.51728;252.28716;0.0;252.28716;0.0;784.51728;12.345974;38.648815;12.19929
213;12.199304;246.35168;0.0;800.55324;246.35168;0.0;246.35168;0.0;800.55324;12.333872;38.610381;12.199304
214;12.199317;316.61229;0.0;847.02362;316.61229;0.0;316.61229;0.0;847.02362;12.295489;38.56766;12.199317
215;12.199331;361.15325;0.0;881.20376;361.15325;0.0;361.15325;0.0;881.20376;12.266114;38.514767;12.199331
216;12.199344;377.6879;0.0;814.44037;377.6879;0.0;377.6879;0.0;814.44037;12.320443;38.457497;12.199344
217;12.199358;345.48956;0.0;769.95389;345.48956;0.0;345.48956;0.0;769.95389;12.356997;38.401185;12.199358
218;12.199371;323.76617;0.0;731.41956;323.76617;0.0;323.76617;0.0;731.41956;12.389854;38.349766;12.199371
219;12.199385;315.69588;0.0;734.26307;315.69588;0.0;315.69588;0.0;734.26307;12.388808;38.300483;12.199385
220;12.199398;216.93612;0.0;775.8701;216.93612;0.0;216.93612;0.0;775.8701;12.354821;38.258423;12.199398
221;12.199397;261.60622;0.0;803.53936;261.60622;0.0;261.60622;0.0;803.53936;12.331181;38.218962;12.199397
222;12.199411;223.6045;0.0;807.44376;223.6045;0.0;223.6045;0.0;807.44376;12.326612;38.18197;12.199411
223;12.199424;318.1761;0.0;769.54633;318.1761;0.0;318.1761;0.0;769.54633;12.357354;38.141397;12.199424
224;12.199438;380.98026;0.0;724.68914;380.98026;0.0;380.98026;0.0;724.68914;12.395144;38.086628;12.199438
225;12.199451;404.30783;0.0;714.11369;404.30783;0.0;404.30783;0.0;714.11369;12.405238;38.025685;12.199451
226;12.199465;304.69623;0.0;774.4646;304.69623;0.0;304.69623;0.0;774.4646;12.355921;37.969733;12.199465
227;12.199478;240.13267;0.0;821.16514;240.13267;0.0;240.13267;0.0;821.16514;12.316776;37.928452;12.199478
228;12.199492;216.15862;0.0;838.19933;216.15862;0.0;216.15862;0.0;838.19933;12.301361;37.893517;12.199492
229;12.199505;373.84535;0.0;809.90725;373.84535;0.0;373.84535;0.0;809.90725;12.323845;37.849737;12.199505
230;12.199519;282.93433;0.0;762.30049;282.93433;0.0;282.93433;0.0;762.30049;12.363558;37.801698;12.199519
231;12.199532;305.25116;0.0;693.73663;305.25116;0.0;305.25116;0.0;693.73663;12.42183;37.755992;12.199532
232;12.199546;291.30561;0.0;716.32317;291.30561;0.0;291.30561;0.0;716.32317;12.404195;37.709593;12.199546
233;12.199559;280.45608;0.0;763.88451;280.45608;0.0;280.45608;0.0;763.88451;12.364708;37.665569;12.199559
234;12.199573;276.41918;0.0;792.69091;276.41918;0.0;276.41918;0.0;792.69091;12.339674;37.622613;12.199573
235;12.199586;283.49757;0.0;776.2579;283.49757;0.0;283.49757;0.0;776.2579;12.35211;37.579476;12.199586
236;12.1996;288.31135;0.0;799.23143;288.31135;0.0;288.31135;0.0;799.23143;12.332636;37.535257;12.1996
